Name,Archetype,Variant,Placement,Date,Format,Day
"Hadfield, Andrew",Salamangreat,Pure,1,2/13/2022,2/7/2022,Sunday
"Combden, Blake",Mekk-Knight,Pure,2,2/13/2022,2/7/2022,Sunday
"Shortall, Nolan",Eldlich,Invoked,3,2/13/2022,2/7/2022,Sunday
"Joseph, Daniel",Drytron,Pure,4,2/13/2022,2/7/2022,Sunday
"Good, Keenan",Swordsoul,Tenyi,1,2/20/2022,2/7/2022,Sunday
"Freeman, Shane",Burn,Pure,2,2/20/2022,2/7/2022,Sunday
"Critch, Matthew",Eldlich,Pure,3,2/20/2022,2/7/2022,Sunday
"Downs, Darnell",Virtual World,Pure,4,2/20/2022,2/7/2022,Sunday
"Good, Keenan",Swordsoul,Tenyi,1,2/27/2022,2/7/2022,Sunday
"George, Mark",Eldlich,Pure,2,2/27/2022,2/7/2022,Sunday
"Moore, Marcus",Dinosaur,Pure,3,2/27/2022,2/7/2022,Sunday
"Morrissey, Thomas",Live★Twin,Pure,4,2/27/2022,2/7/2022,Sunday
"Hadfield, Andrew",Beetrooper,Adventurer Token,1,3/6/2022,2/7/2022,Sunday
"Good, Keenan",Swordsoul,Tenyi,2,3/6/2022,2/7/2022,Sunday
"Marshall, Nick",Dinosaur,Pure,3,3/6/2022,2/7/2022,Sunday
"Joseph, Daniel",Drytron,Pure,4,3/6/2022,2/7/2022,Sunday
"Hadfield, Andrew",Floowandereeze,Pure,1,3/13/2022,2/7/2022,Sunday
"Singleton, Patrick",Shaddoll,Invoked,2,3/13/2022,2/7/2022,Sunday
"Good, Keenan",Swordsoul,Tenyi,3,3/13/2022,2/7/2022,Sunday
"Bugden, Johnny",The Phantom Knights,Pure,4,3/13/2022,2/7/2022,Sunday
"Sharpe, Chris",ABC,Pure,1,3/20/2022,2/7/2022,Sunday
"Kelly, Evan",Live★Twin,Pure,2,3/20/2022,2/7/2022,Sunday
"George, Mark",Eldlich,Pure,3,3/20/2022,2/7/2022,Sunday
"Downs, Darnell",Virtual World,Pure,4,3/20/2022,2/7/2022,Sunday
"Hadfield, Andrew",Beetrooper,Adventurer Token,1,3/27/2022,2/7/2022,Sunday
"Andrews, Dylan",Swordsoul,Tenyi,2,3/27/2022,2/7/2022,Sunday
"Lundrigan, Mitchell",The Phantom Knights,P.U.N.K.,3,3/27/2022,2/7/2022,Sunday
"Sharpe, Chris",ABC,Pure,4,3/27/2022,2/7/2022,Sunday
"Freeman, Shane",Floowandereeze,Pure,1,4/3/2022,2/7/2022,Sunday
"Bugden, Johnny",Sky Striker,Pure,2,4/3/2022,2/7/2022,Sunday
"Hadfield, Andrew",Beetrooper,Adventurer Token,3,4/3/2022,2/7/2022,Sunday
"Lundrigan, Mitchell",Floowandereeze,Pure,4,4/3/2022,2/7/2022,Sunday
"Hadfield, Andrew",Tenyi,Adventurer Token,1,4/10/2022,2/7/2022,Sunday
"Good, Keenan",Swordsoul,Tenyi,2,4/10/2022,2/7/2022,Sunday
"Lundrigan, Terry",Elemental Hero,Neos Stun,3,4/10/2022,2/7/2022,Sunday
"Purchase, Jared",Prank-kids,Pure,4,4/10/2022,2/7/2022,Sunday
"Hadfield, Andrew",B.A.S.E.D,Pure,1,4/24/2022,2/7/2022,Sunday
"Good, Keenan",Swordsoul,Tenyi,2,4/24/2022,2/7/2022,Sunday
"Critch, Thomas",Prank-Kids,Adventurer Token,3,4/24/2022,2/7/2022,Sunday
"King, Travis",Paleozoic,Frog,4,4/24/2022,2/7/2022,Sunday
"Bugden, Johnny",Sky Striker,Adventurer Token,5,4/24/2022,2/7/2022,Sunday
"Hadfield, Andrew",Beetrooper,Adventurer Token,1,5/1/2022,2/7/2022,Sunday
"Freeman, Shane",Despia,Eldlich,2,5/1/2022,2/7/2022,Sunday
"Joseph, Daniel",Drytron,Pure,3,5/1/2022,2/7/2022,Sunday
"Budgell, Zach",Floowandereeze,Pure,4,5/1/2022,2/7/2022,Sunday
"Freeman, Shane",Live★Twin,Pure,1,5/8/2022,2/7/2022,Sunday
"Critch, Matthew",The Agent,Pure,2,5/8/2022,2/7/2022,Sunday
"Manual, Kai",D/D/,Pure,3,5/8/2022,2/7/2022,Sunday
"Good, Keenan",Swordsoul,Tenyi,4,5/8/2022,2/7/2022,Sunday
"Sharpe, Chris",Dragon Link,Pure,1,5/22/2022,5/17/2022,Sunday
"Hadfield, Andrew",Salamangreat,Pure,2,5/22/2022,5/17/2022,Sunday
"Bugden, Johnny",Sky Striker,Therion,3,5/22/2022,5/17/2022,Sunday
"Critch, Thomas",Salamangreat,Adventurer Token,4,5/22/2022,5/17/2022,Sunday
"Good, Keenan",Swordsoul,Tenyi,1,6/5/2022,5/17/2022,Sunday
"Hadfield, Andrew",Adventurer Token,Synchro,2,6/5/2022,5/17/2022,Sunday
"Joseph, Daniel",Drytron,Pure,3,6/5/2022,5/17/2022,Sunday
"Kelly, Evan",Despia,Pure,4,6/5/2022,5/17/2022,Sunday
"Critch, Matthew",Swordsoul,Tenyi,1,6/12/2022,5/17/2022,Sunday
"George, Mark",Despia,Eldlich,2,6/12/2022,5/17/2022,Sunday
"Hadfield, Andrew",Floowandereeze,Pure,3,6/12/2022,5/17/2022,Sunday
"Lundrigan, Terry",Ignister,Pure,4,6/12/2022,5/17/2022,Sunday
"Critch, Thomas",P.U.N.K.,Adventurer Token,1,6/19/2022,5/17/2022,Sunday
"Hadfield, Andrew",Salamangreat,Pure,2,6/19/2022,5/17/2022,Sunday
"Marshall, Nick",Dinosaur,Pure,3,6/19/2022,5/17/2022,Sunday
"Bugden, Johnny",The Phantom Knights,Adventurer Token,4,6/19/2022,5/17/2022,Sunday
"Bugden, Johnny",The Phantom Knights,Adventurer Token,1,6/26/2022,5/17/2022,Sunday
"Hadfield, Andrew",Beetrooper,Pure,2,6/26/2022,5/17/2022,Sunday
"Good, Keenan",Swordsoul,Tenyi,3,6/26/2022,5/17/2022,Sunday
"Kelly, Evan",Despia,Pure,4,6/26/2022,5/17/2022,Sunday
"Andrews, Connor",Madolche,Pure,1,7/3/2022,5/17/2022,Sunday
"Hunt, Tyler",Floowandereeze,Pure,2,7/3/2022,5/17/2022,Sunday
"Bugden, Johnny",Sky Striker,Pure,3,7/3/2022,5/17/2022,Sunday
"Hadfield, Andrew",Floowandereeze,Pure,4,7/3/2022,5/17/2022,Sunday
"Marshall, Nick",Dinosaur,Pure,1,7/10/2022,5/17/2022,Sunday
"Lundrigan, Terry",Ignister,Pure,2,7/10/2022,5/17/2022,Sunday
"Good, Keenan",Swordsoul,Tenyi,3,7/10/2022,5/17/2022,Sunday
"Martino, Sam",Salamangreat,Adventurer Token,4,7/10/2022,5/17/2022,Sunday
"Sharpe, Chris",ABC,Therion,5,7/10/2022,5/17/2022,Sunday
"Morrissey, Thomas",Live★Twin,Pure,6,7/10/2022,5/17/2022,Sunday
"Hadfield, Andrew",Adventurer Token,Synchro,7,7/10/2022,5/17/2022,Sunday
"Hunt, Tyler",Floowandereeze,Pure,8,7/10/2022,5/17/2022,Sunday
"Critch, Matthew",Floowandereeze,Pure,1,7/24/2022,5/17/2022,Sunday
"Critch, Thomas",Adventurer Token,Synchro,2,7/24/2022,5/17/2022,Sunday
"Joseph, Daniel",Drytron,Pure,3,7/24/2022,5/17/2022,Sunday
"Marshall, Nick",Dark Magician,Pure,4,7/24/2022,5/17/2022,Sunday
"Lundrigan, Terry",Ignister,Pure,1,7/31/2022,5/17/2022,Sunday
"Hadfield, Andrew",Tenyi,Adventurer Token,2,7/31/2022,5/17/2022,Sunday
"Combden, Blake",Despia,Pure,3,7/31/2022,5/17/2022,Sunday
"Marshall, Nick",Dinosaur,Pure,4,7/31/2022,5/17/2022,Sunday
"Freeman, Shane",Scareclaw,Adventurer Token,1,8/7/2022,5/17/2022,Sunday
"Good, Keenan",Swordsoul,Tenyi,2,8/7/2022,5/17/2022,Sunday
"Critch, Thomas",ABC,Therion,3,8/7/2022,5/17/2022,Sunday
"Martino, Sam",Exosister,Pure,4,8/7/2022,5/17/2022,Sunday
"Kelly, Evan",Spright,Live★Twin,5,8/7/2022,5/17/2022,Sunday
"Mercer, Matthew",Predaplant,Pure,6,8/7/2022,5/17/2022,Sunday
"Hunt, Tyler",Tearlaments,Pure,7,8/7/2022,5/17/2022,Sunday
"Hadfield, Andrew",Spright,Adventurer Token,8,8/7/2022,5/17/2022,Sunday
"Hadfield, Andrew",Spright,Adventurer Token,1,8/14/2022,5/17/2022,Sunday
"Good, Keenan",Swordsoul,Pure,2,8/14/2022,5/17/2022,Sunday
"Critch, Matthew",Floowandereeze,Pure,3,8/14/2022,5/17/2022,Sunday
"Combden, Blake",Tearlaments,Pure,4,8/14/2022,5/17/2022,Sunday
"Marshall, Nick",Dinomorphia,Dinosaur,5,8/14/2022,5/17/2022,Sunday
"Joseph, Daniel",Drytron,Pure,6,8/14/2022,5/17/2022,Sunday
"Martino, Sam",Exosister,Pure,7,8/14/2022,5/17/2022,Sunday
"Lundrigan, Terry",Ignister,Pure,8,8/14/2022,5/17/2022,Sunday
"Andrews, Dylan",Rikka,Sunavalon,1,8/21/2022,5/17/2022,Sunday
"Bugden, Johnny",Spright,Tri-Brigade,2,8/21/2022,5/17/2022,Sunday
"Brown, CJ",Swordsoul,Tenyi,3,8/21/2022,5/17/2022,Sunday
"Good, Keenan",Swordsoul,Tenyi,4,8/21/2022,5/17/2022,Sunday
"Kelly, Evan",Spright,Live★Twin,5,8/21/2022,5/17/2022,Sunday
"Davis, Kent",Mathmech,Pure,6,8/21/2022,5/17/2022,Sunday
"Freeman, Shane",Spright,Adventurer Token,1,8/28/2022,5/17/2022,Sunday
"Bugden, Johnny",Spright,Adventurer Token,2,8/28/2022,5/17/2022,Sunday
"Joseph, Daniel",Burning Abyss,Pure,3,8/28/2022,5/17/2022,Sunday
"Critch, Thomas",Spright,Live★Twin,4,8/28/2022,5/17/2022,Sunday
"Bugden, Johnny",Spright,Adventurer Token,1,9/4/2022,5/17/2022,Sunday
"Joseph, Daniel",Tearlaments,P.U.N.K.,2,9/4/2022,5/17/2022,Sunday
"Critch, Thomas",Spright,Adventurer Token,3,9/4/2022,5/17/2022,Sunday
"Critch, Matthew",Tearlaments,Danger!,4,9/4/2022,5/17/2022,Sunday
"Critch, Matthew",Ignister,Mathmech,1,9/11/2022,5/17/2022,Sunday
"Butt, Steve",Labrynth,Pure,2,9/11/2022,5/17/2022,Sunday
"Freeman, Shane",Runick,Pure,3,9/11/2022,5/17/2022,Sunday
"Joseph, Daniel",Tearlaments,P.U.N.K.,4,9/11/2022,5/17/2022,Sunday
"Andrews, Dylan",Rikka,Sunavalon,1,9/18/2022,5/17/2022,Sunday
"Freeman, Shane",Spright,Adventurer Token,2,9/18/2022,5/17/2022,Sunday
"Kelly, Evan",Spright,Adventurer Token,3,9/18/2022,5/17/2022,Sunday
"Hunt, Tyler",Tearlaments,Pure,4,9/18/2022,5/17/2022,Sunday
"Kelly, Evan",Spright,Runick,1,10/2/2022,5/17/2022,Sunday
"Bugden, Johnny",Spright,Tri-Brigade,2,10/2/2022,5/17/2022,Sunday
"Freeman, Shane",Despia,Eldlich,3,10/2/2022,5/17/2022,Sunday
"Marshall, Nick",Dinosaur,Bishbalkin FTK,4,10/2/2022,5/17/2022,Sunday
"Hadfield, Andrew",D/D/,Pure,1,2/23/2022,2/7/2022,Wednesday
"Morrissey, Thomas",Speedroid,Pure,2,2/23/2022,2/7/2022,Wednesday
"Bugden, Johnny",Adamancipator,Magnet Warrior,3,2/23/2022,2/7/2022,Wednesday
"Kelly, Evan",tellarknight,Pure,4,2/23/2022,2/7/2022,Wednesday
"Parsley, Nathan",Cubic,Pure,1,3/2/2022,2/7/2022,Wednesday
"Hadfield, Andrew",Mermail,Pure,2,3/2/2022,2/7/2022,Wednesday
"Whiteway, Nicholas",Elemental Hero,Danger!,3,3/2/2022,2/7/2022,Wednesday
"Bugden, Johnny",Adamancipator,Magnet Warrior,1,3/9/2022,2/7/2022,Wednesday
"Ward, Derrick",Burn,Pure,2,3/9/2022,2/7/2022,Wednesday
"Morrissey, Thomas",Dinomorphia,Pure,3,3/9/2022,2/7/2022,Wednesday
"Hadfield, Andrew",Tenyi,Adventurer Token,1,3/16/2022,2/7/2022,Wednesday
"Lundrigan, Terry",Utopia,Pure,2,3/16/2022,2/7/2022,Wednesday
"Parsley, Nathan",Cubic,Pure,3,3/16/2022,2/7/2022,Wednesday
"Kelly, Evan",Live★Twin,Melffy,4,3/16/2022,2/7/2022,Wednesday
"Downs, Darnell",Speedroid,Pure,5,3/16/2022,2/7/2022,Wednesday
"Hadfield, Andrew",Tenyi,Adventurer Token,1,3/23/2022,2/7/2022,Wednesday
"Kelly, Evan",Subterror,Numeron,2,3/23/2022,2/7/2022,Wednesday
"Morrissey, Thomas",Dinomorphia,Pure,3,3/23/2022,2/7/2022,Wednesday
"Parsley, Nathan",Machina,Pure,4,3/23/2022,2/7/2022,Wednesday
"Joseph, Daniel",Burning Abyss,Pure,5,3/23/2022,2/7/2022,Wednesday
"Hadfield, Andrew",Beetrooper,Pure,1,3/30/2022,2/7/2022,Wednesday
"Joseph, Daniel",Burning Abyss,Pure,2,3/30/2022,2/7/2022,Wednesday
"Sharpe, Chris",Crusadia,Pure,3,3/30/2022,2/7/2022,Wednesday
"King, Travis",Dogmatika,Pure,4,3/30/2022,2/7/2022,Wednesday
"Whiteway, Nicholas",Elemental Hero,Danger!,5,3/30/2022,2/7/2022,Wednesday
"Freeman, Shane",Despia,Pure,6,3/30/2022,2/7/2022,Wednesday
"Ward, Derrick",Burn,Pure,7,3/30/2022,2/7/2022,Wednesday
"Marshall, Nick",Dinosaur,Pure,8,3/30/2022,2/7/2022,Wednesday
"Bugden, Johnny",Sky Striker,Pure,1,4/6/2022,2/7/2022,Wednesday
"Hadfield, Andrew",Beetrooper,Adventurer Token,2,4/6/2022,2/7/2022,Wednesday
"Good, Keenan",Swordsoul,Tenyi,3,4/6/2022,2/7/2022,Wednesday
"Sharpe, Chris",ABC,Pure,4,4/6/2022,2/7/2022,Wednesday
"Bonnie, Nigel",Plunder Patroll,Pure,5,4/6/2022,2/7/2022,Wednesday
"Critch, Matthew",Floowandereeze,Pure,6,4/6/2022,2/7/2022,Wednesday
"Bugden, Johnny",The Phantom Knights,Adventurer Token,1,4/13/2022,2/7/2022,Wednesday
"Kelly, Evan",Live★Twin,Pure,2,4/13/2022,2/7/2022,Wednesday
"Hadfield, Andrew",Ghostrick,Spyral,3,4/13/2022,2/7/2022,Wednesday
"Marshall, Nick",Dinosaur,Pure,4,4/13/2022,2/7/2022,Wednesday
"Whiteway, Nicholas",Elemental Hero,Pure,5,4/13/2022,2/7/2022,Wednesday
"Kelly, Evan",Live★Twin,Pure,1,4/20/2022,2/7/2022,Wednesday
"Manual, Kai",D/D/,Pure,2,4/20/2022,2/7/2022,Wednesday
"Purchase, Jared",Plunder Patroll,Pure,3,4/20/2022,2/7/2022,Wednesday
"George, Mark",Despia,Eldlich,1,4/27/2022,2/7/2022,Wednesday
"Hadfield, Andrew",Ghostrick,Spyral,2,4/27/2022,2/7/2022,Wednesday
"King, Travis",Paleozoic,Frog,3,4/27/2022,2/7/2022,Wednesday
"Martino, Sam",Despia,Invoked,4,4/27/2022,2/7/2022,Wednesday
"Good, Keenan",D/D/,Pure,5,4/27/2022,2/7/2022,Wednesday
"Andrews, Dylan",Speedroid,Pure,6,4/27/2022,2/7/2022,Wednesday
"Sharpe, Chris",Dragon Link,Pure,7,4/27/2022,2/7/2022,Wednesday
"Good, Keenan",Swordsoul,Tenyi,1,5/4/2022,2/7/2022,Wednesday
"Freeman, Shane",Eldlich,Eldlich,2,5/4/2022,2/7/2022,Wednesday
"Hadfield, Andrew",Beetrooper,Adventurer Token,3,5/4/2022,2/7/2022,Wednesday
"Critch, Matthew",Eldlich,Code Talker,4,5/4/2022,2/7/2022,Wednesday
"Kelly, Evan",Despia,Pure,5,5/4/2022,2/7/2022,Wednesday
"Whiteway, Nicholas",Shiranui,Pure,6,5/4/2022,2/7/2022,Wednesday
"Combden, Blake",Despia,Invoked,7,5/4/2022,2/7/2022,Wednesday
"Combden, Blake",Despia,Invoked,1,5/18/2022,5/17/2022,Wednesday
"Martino, Sam",Trickstar,Pure,2,5/18/2022,5/17/2022,Wednesday
"Marshall, Nick",Dinosaur,Pure,3,5/18/2022,5/17/2022,Wednesday
"Good, Keenan",Swordsoul,Tenyi,4,5/18/2022,5/17/2022,Wednesday
"Davis, Kent",Shark,Pure,5,5/18/2022,5/17/2022,Wednesday
"Critch, Matthew",The Agent,Pure,6,5/18/2022,5/17/2022,Wednesday
"Joseph, Daniel",Drytron,Pure,1,5/25/2022,5/17/2022,Wednesday
"Good, Keenan",Swordsoul,Tenyi,2,5/25/2022,5/17/2022,Wednesday
"Manual, Kai",Despia,Pure,3,5/25/2022,5/17/2022,Wednesday
"Combden, Blake",Despia,Pure,4,5/25/2022,5/17/2022,Wednesday
"Kelly, Evan",Live★Twin,Pure,5,5/25/2022,5/17/2022,Wednesday
"Marshall, Nick",Dinosaur,Pure,6,5/25/2022,5/17/2022,Wednesday
"Sharpe, Chris",Dragon Link,Pure,7,5/25/2022,5/17/2022,Wednesday
"Combden, Blake",Despia,Pure,1,6/1/2022,5/17/2022,Wednesday
"Butt, Kody",Evil Eye,Pure,2,6/1/2022,5/17/2022,Wednesday
"Manual, Kai",Despia,Pure,3,6/1/2022,5/17/2022,Wednesday
"Hadfield, Andrew",P.U.N.K.,Adventurer Token,4,6/1/2022,5/17/2022,Wednesday
"Joseph, Daniel",Drytron,Pure,5,6/1/2022,5/17/2022,Wednesday
"King, Travis",War Rock,Pure,6,6/1/2022,5/17/2022,Wednesday
"Critch, Thomas",Sunavalon,Adventurer Token,7,6/1/2022,5/17/2022,Wednesday
"Sharpe, Chris",ABC,Therion,1,6/8/2022,5/17/2022,Wednesday
"Combden, Blake",Despia,Pure,2,6/8/2022,5/17/2022,Wednesday
"Marshall, Nick",Dinosaur,Pure,3,6/8/2022,5/17/2022,Wednesday
"Kelly, Evan",Despia,Pure,4,6/8/2022,5/17/2022,Wednesday
"Stuart, Evan",Lunalight,Pure,5,6/8/2022,5/17/2022,Wednesday
"King, Travis",Swordsoul,Tenyi,6,6/8/2022,5/17/2022,Wednesday
"Joseph, Daniel",Burning Abyss,Pure,7,6/8/2022,5/17/2022,Wednesday
"Morrissey, Thomas",Live★Twin,Pure,1,6/15/2022,5/17/2022,Wednesday
"Sharpe, Chris",ABC,Therion,2,6/15/2022,5/17/2022,Wednesday
"Bugden, Johnny",The Phantom Knights,Adventurer Token,3,6/15/2022,5/17/2022,Wednesday
"Martino, Sam",Exosister,Adventurer Token,4,6/15/2022,5/17/2022,Wednesday
"Good, Keenan",Swordsoul,Tenyi,5,6/15/2022,5/17/2022,Wednesday
"Marshall, Nick",Dinosaur,Pure,6,6/15/2022,5/17/2022,Wednesday
"Joseph, Daniel",ABC,Adventurer Token,7,6/15/2022,5/17/2022,Wednesday
"Manual, Kai",D/D/,Pure,1,6/15/2022,5/17/2022,Wednesday
"Hadfield, Andrew",Salamangreat,Adventurer Token,8,6/22/2022,5/17/2022,Wednesday
"Good, Keenan",Swordsoul,Tenyi,1,6/22/2022,5/17/2022,Wednesday
"Lundrigan, Terry",Ignister,Pure,2,6/22/2022,5/17/2022,Wednesday
"Freeman, Shane",The Phantom Knights,P.U.N.K.,3,6/22/2022,5/17/2022,Wednesday
"Bugden, Johnny",The Phantom Knights,Adventurer Token,4,6/22/2022,5/17/2022,Wednesday
"Freeman, Shane",Marincess,Pure,1,6/29/2022,5/17/2022,Wednesday
"George, Mark",Despia,Eldlich,2,6/29/2022,5/17/2022,Wednesday
"Good, Keenan",Swordsoul,Tenyi,3,6/29/2022,5/17/2022,Wednesday
